l0 kb T theta_s kappa costheta Tr costheta_se
1.0 4.0 0.75 0.4510268117962624 600.0 0.8659681942117295 0.1875 0.00027734925683446974
1.0 4.0 1.0 0.4510268117962624 600.0 0.6918015087924965 0.25 0.0005273314140400265
1.0 4.0 1.5 0.4510268117962624 600.0 0.38129175899280593 0.375 0.0006073393782610851
1.0 4.0 3.0 0.4510268117962624 600.0 0.11681673503937008 0.75 0.0006176608472801255
1.0 10.0 0.01 0.4510268117962624 600.0 0.9500196190476192 0.0009999999999999749 2.4708764730162327e-05
1.0 10.0 0.02 0.4510268117962624 600.0 0.9499920807071495 0.00199999999999995 2.4198952009972873e-05
1.0 10.0 0.03 0.4510268117962624 600.0 0.9499771222136817 0.0030000000000000283 2.508627520283383e-05
1.0 10.0 0.04 0.4510268117962624 600.0 0.9499687841781865 0.0039999999999998995 2.5083915412355788e-05
1.0 10.0 0.05 0.4510268117962624 600.0 0.9499598430007741 0.004999999999999911 2.614563529057822e-05
1.0 10.0 0.075 0.4510268117962624 600.0 0.9499613581860099 0.0075000000000001385 2.584464059219077e-05
1.0 10.0 0.1 0.4510268117962624 600.0 0.9500343733641269 0.009999999999999822 2.5562033068529682e-05
1.0 10.0 0.15 0.4510268117962624 600.0 0.94997861508853 0.015000000000000275 2.6232755364690904e-05
1.0 10.0 0.2 0.4510268117962624 600.0 0.9500334869668235 0.01999999999999981 2.1965369689043213e-05
1.0 10.0 0.25 0.4510268117962624 600.0 0.9500226839594519 0.024999999999999217 2.194878440088783e-05
1.0 10.0 0.3 0.4510268117962624 600.0 0.9499483517857148 0.030000000000000686 2.270292680086103e-05
1.0 10.0 0.4 0.4510268117962624 600.0 0.9500337172818776 0.03999999999999929 2.646509518052489e-05
1.0 10.0 0.6 0.4510268117962624 600.0 0.9499866065449009 0.060000000000001115 2.5121768382186168e-05
1.0 10.0 0.75 0.4510268117962624 600.0 0.9500095940959418 0.07500000000000179 2.5407516551567995e-05
1.0 10.0 1.0 0.4510268117962624 600.0 0.9491908568856878 0.09999999999999816 4.362234166283174e-05
1.0 10.0 1.5 0.4510268117962624 600.0 0.9266831343843847 0.15000000000000352 0.00015231672840926934
1.0 10.0 3.0 0.4510268117962624 600.0 0.5459364776632302 0.30000000000000643 0.0005565340821333286
1.0 20.0 0.01 0.4510268117962624 600.0 0.9499892814645308 0.0004999999999999872 2.618470031861683e-05
1.0 20.0 0.02 0.4510268117962624 600.0 0.9499905444785272 0.0009999999999999749 2.5300454794512802e-05
1.0 20.0 0.03 0.4510268117962624 600.0 0.9499901417565474 0.0015000000000000141 2.5788878758267814e-05
1.0 20.0 0.04 0.4510268117962624 600.0 0.9500378284161489 0.001999999999999952 2.592171678342227e-05
1.0 20.0 0.05 0.4510268117962624 600.0 0.949993993098159 0.0024999999999999554 2.4603775224051163e-05
1.0 20.0 0.075 0.4510268117962624 600.0 0.9499851087124127 0.003750000000000069 2.569959474606795e-05
1.0 20.0 0.1 0.4510268117962624 600.0 0.9499454551777438 0.004999999999999911 2.567297120290428e-05
1.0 20.0 0.15 0.4510268117962624 600.0 0.9500010853189859 0.0075000000000001385 2.59846411563472e-05
1.0 20.0 0.2 0.4510268117962624 600.0 0.9499630998463933 0.009999999999999822 2.6043482040283914e-05
1.0 20.0 0.25 0.4510268117962624 600.0 0.9500408743295011 0.0124999999999997 2.5490756019123872e-05
1.0 20.0 0.3 0.4510268117962624 600.0 0.9500201305361307 0.015000000000000274 2.467766982472848e-05
1.0 20.0 0.4 0.4510268117962624 600.0 0.9499988086087624 0.019999999999999643 2.5717009444932183e-05
1.0 20.0 0.6 0.4510268117962624 600.0 0.9500114700854693 0.030000000000000547 2.5969473721450516e-05
1.0 20.0 0.75 0.4510268117962624 600.0 0.9499974306358382 0.03750000000000073 2.8720483908508468e-05
1.0 20.0 1.0 0.4510268117962624 600.0 0.9499541032028469 0.04999999999999906 2.7760414224900323e-05
1.0 20.0 1.5 0.4510268117962624 600.0 0.9499503333333321 0.07500000000000177 2.533753096197715e-05
1.0 20.0 3.0 0.4510268117962624 600.0 0.9263940060882783 0.1500000000000035 0.0001556829185974111
